TARGET,APP_NAME,URL,ADS.TXT,IS HTTPS?,theaudiencestreet.com,REMARKS
https://ww8.readhaikyuu.com,-,https://ww8.readhaikyuu.com,https://ww8.readhaikyuu.com/ads.txt,True,-,
https://sparkbyexamples.com,-,https://sparkbyexamples.com,https://sparkbyexamples.com/ads.txt,True,-,
https://evilmilk.com,-,https://evilmilk.com,https://evilmilk.com/ads.txt,True,-,
https://ww8.readblackclover.com,-,https://ww8.readblackclover.com,https://ww8.readblackclover.com/ads.txt,True,-,
https://en.taiwebs.com,-,https://en.taiwebs.com,https://en.taiwebs.com/ads.txt,True,-,
https://ibb.co,-,-,-,-,-,Empty response
https://jagranjosh.com,-,https://jagranjosh.com,https://jagranjosh.com/ads.txt,True,-,
https://bcbay.com,-,https://bcbay.com,https://bcbay.com/ads.txt,True,-,
https://dreamies.de,-,https://dreamies.de,https://dreamies.de/ads.txt,True,-,
https://tvcine.me,-,https://tvcine.me,https://tvcine.me/ads.txt,True,-,
https://bronovel.com,-,-,-,-,-,Text content not found
https://teenidols4you.com,-,https://teenidols4you.com,https://teenidols4you.com/ads.txt,True,-,
https://ebookhunter.net,-,https://ebookhunter.net,https://ebookhunter.net/ads.txt,True,-,
https://elgoog.im,-,https://elgoog.im,https://elgoog.im/ads.txt,True,-,
https://news.popyard.space,-,-,-,-,-,Ads.txt Not Found
https://y99.in,-,https://y99.in,https://y99.in/ads.txt,True,"theaudiencestreet.com ,323-b5673 ,DIRECT ,20e30b2ae1f670f2; theaudiencestreet.com, TAS-703, RESELLER; theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER",
https://livenewsmag.com,-,https://livenewsmag.com,https://livenewsmag.com/ads.txt,True,-,
https://tvenvivoecuador.com,-,https://tvenvivoecuador.com,https://tvenvivoecuador.com/ads.txt,True,-,
https://thoughtnova.com,-,-,-,-,-,Ads.txt Not Found
https://newsinfo.inquirer.net,-,-,-,-,-,NA - 403
https://lolitopia.com,-,https://lolitopia.com,https://lolitopia.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER",
https://yoshare.net,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='yoshare.net', port=443): Max retries exceeded with url: /ads.txt (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fda4d74fd90>: Failed to establish a new connection: [Errno 111] Connection refused'))"
https://mathematics-monster.com,-,https://mathematics-monster.com,https://mathematics-monster.com/ads.txt,True,-,
https://manoramaonline.com,-,https://manoramaonline.com,https://manoramaonline.com/ads.txt,True,-,
https://celebmafia.com,-,https://celebmafia.com,https://celebmafia.com/ads.txt,True,-,
https://themezon.net,-,https://themezon.net,https://themezon.net/ads.txt,True,-,
https://meetyou.me,-,https://meetyou.me,https://meetyou.me/ads.txt,True,"theaudiencestreet.com ,323-b5673 ,DIRECT ,20e30b2ae1f670f2; theaudiencestreet.com, TAS-703, RESELLER; theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER",
https://vintag.es,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='vintag.es', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1017)')))"
https://androidweblog.com,-,https://androidweblog.com,https://androidweblog.com/ads.txt,True,-,
https://chat.chatgptdemo.net,-,-,-,-,-,Text content not found
https://telugu.greatandhra.com,-,-,-,-,-,Ads.txt Not Found
https://ww9.readnaruto.com,-,https://ww9.readnaruto.com,https://ww9.readnaruto.com/ads.txt,True,-,
https://m.greatandhra.com,-,https://m.greatandhra.com,https://m.greatandhra.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2",
https://tuberipper.cc,-,https://tuberipper.cc,https://tuberipper.cc/ads.txt,True,-,
https://steamsolo.com,-,https://steamsolo.com,https://steamsolo.com/ads.txt,True,-,
https://ww5.read7deadlysins.com,-,https://ww5.read7deadlysins.com,https://ww5.read7deadlysins.com/ads.txt,True,-,
https://mathrubhumi.com,-,https://mathrubhumi.com,https://mathrubhumi.com/ads.txt,True,"theaudiencestreet.com,323-b5685,DIRECT,20e30b2ae1f670f2",
https://novel24.com,-,https://novel24.com,https://novel24.com/ads.txt,True,-,
https://ww3.readkaguyasama.com,-,https://ww3.readkaguyasama.com,https://ww3.readkaguyasama.com/ads.txt,True,-,
https://messynessychic.com,-,https://messynessychic.com,https://messynessychic.com/ads.txt,True,-,
https://gazetatema.net,-,https://gazetatema.net,https://gazetatema.net/ads.txt,True,-,
https://ssstwitter.com,-,-,-,-,-,4 lines only
https://business-trade.me,-,https://business-trade.me,https://business-trade.me/ads.txt,True,-,
https://mangakakalot.to,-,https://mangakakalot.to,https://mangakakalot.to/ads.txt,True,-,
https://ww4.readopm.com,-,https://ww4.readopm.com,https://ww4.readopm.com/ads.txt,True,-,
https://gulte.com,-,https://gulte.com,https://gulte.com/ads.txt,True,"theaudiencestreet.com, 323-b5685, RESELLER, 20e30b2ae1f670f2",
https://tektutorialshub.com,-,https://tektutorialshub.com,https://tektutorialshub.com/ads.txt,True,-,
https://opinion.inquirer.net,-,-,-,-,-,NA - 403
https://angularjswiki.com,-,https://angularjswiki.com,https://angularjswiki.com/ads.txt,True,-,
https://es.taiwebs.com,-,https://es.taiwebs.com,https://es.taiwebs.com/ads.txt,True,-,
https://fresherpost.com,-,https://fresherpost.com,https://fresherpost.com/ads.txt,True,-,
https://farmville2free.com,-,https://farmville2free.com,https://farmville2free.com/ads.txt,True,-,
https://ww6.readneverland.com,-,https://ww6.readneverland.com,https://ww6.readneverland.com/ads.txt,True,-,
https://pastebin.com,-,https://pastebin.com,https://pastebin.com/ads.txt,True,-,
https://addiyar.com,-,-,-,-,-,NA - 403
https://w1.jjk0.com,-,-,-,-,-,NA - 403
https://mzamin.com,-,https://mzamin.com,https://mzamin.com/ads.txt,True,-,
https://newpakweb.com,-,https://newpakweb.com,https://newpakweb.com/ads.txt,True,-,
https://fosslinux.com,-,https://fosslinux.com,https://fosslinux.com/ads.txt,True,-,
https://greatandhra.com,-,https://greatandhra.com,https://greatandhra.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2",
https://tvpost.cc,-,https://tvpost.cc,https://tvpost.cc/ads.txt,True,-,
https://my.evilmilk.com,-,https://my.evilmilk.com,https://my.evilmilk.com/ads.txt,True,-,
https://tochato.com,-,https://tochato.com,https://tochato.com/ads.txt,True,-,
https://voz.vn,-,https://voz.vn,https://voz.vn/ads.txt,True,-,
https://champw.com,-,https://champw.com,https://champw.com/ads.txt,True,-,
https://controllerstech.com,-,https://controllerstech.com,https://controllerstech.com/ads.txt,True,-,
https://ww3.readchainsawman.com,-,https://ww3.readchainsawman.com,https://ww3.readchainsawman.com/ads.txt,True,-,
https://tuberipper.com,-,https://tuberipper.com,https://tuberipper.com/ads.txt,True,-,
https://chatiw.com,-,-,-,-,-,NA - 403
https://scientecheasy.com,-,https://scientecheasy.com,https://scientecheasy.com/ads.txt,True,-,
https://autofaucet.dutchycorp.space,-,https://autofaucet.dutchycorp.space,https://autofaucet.dutchycorp.space/ads.txt,True,-,
https://videosthatsuck.com,-,https://videosthatsuck.com,https://videosthatsuck.com/ads.txt,True,-,
https://artoftesting.com,-,https://artoftesting.com,https://artoftesting.com/ads.txt,True,-,
https://clutchpoints.com,-,https://clutchpoints.com,https://clutchpoints.com/ads.txt,True,-,
https://homeandlearn.co.uk,-,https://homeandlearn.co.uk,https://homeandlearn.co.uk/ads.txt,True,-,
https://vikatan.com,-,https://vikatan.com,https://vikatan.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2",
https://hawtcelebs.com,-,https://hawtcelebs.com,https://hawtcelebs.com/ads.txt,True,-,
https://tvstanici.net,-,https://tvstanici.net,https://tvstanici.net/ads.txt,True,-,
https://taiwebs.com,-,https://taiwebs.com,https://taiwebs.com/ads.txt,True,-,
https://2sao.vn,-,https://2sao.vn,https://2sao.vn/ads.txt,True,-,
https://vietnamnet.vn,-,https://vietnamnet.vn,https://vietnamnet.vn/ads.txt,True,-,
https://inquirer.net,-,https://inquirer.net,https://inquirer.net/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER; theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER",
https://men.wikifeet.com,-,-,-,-,-,2 lines only
https://liilas.com,-,https://liilas.com,https://liilas.com/ads.txt,True,-,
https://whitepages.com,-,https://whitepages.com,https://whitepages.com/ads.txt,True,-,
https://oldgameshelf.com,-,https://oldgameshelf.com,https://oldgameshelf.com/ads.txt,True,-,
https://nationmaster.com,-,https://nationmaster.com,https://nationmaster.com/ads.txt,True,-,
https://usa.inquirer.net,-,-,-,-,-,NA - 403
https://grammar-monster.com,-,https://grammar-monster.com,https://grammar-monster.com/ads.txt,True,-,
https://tvnation.me,-,https://tvnation.me,https://tvnation.me/ads.txt,True,-,
https://modyolo.com,-,https://modyolo.com,https://modyolo.com/ads.txt,True,-,
https://modilimitado.io,-,https://modilimitado.io,https://modilimitado.io/ads.txt,True,"theaudiencestreet.com ,323-b5666 ,DIRECT ,20e30b2ae1f670f2",
https://worshipchords.net,-,https://worshipchords.net,https://worshipchords.net/ads.txt,True,-,
https://homeworklib.com,-,https://homeworklib.com,https://homeworklib.com/ads.txt,True,-,
https://livemint.com,-,https://livemint.com,https://livemint.com/ads.txt,True,"theaudiencestreet.com ,323-b5673 ,DIRECT ,20e30b2ae1f670f2",
https://lankadeepa.lk,-,https://lankadeepa.lk,https://lankadeepa.lk/ads.txt,True,-,
https://speldome.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='speldome.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7fda4d7b4e50>: Failed to establish a new connection: [Errno 101] Network is unreachable'))"
https://hiphoplately.com,-,https://hiphoplately.com,https://hiphoplately.com/ads.txt,True,-,
https://thesportsupa.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='thesportsupa.com', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7fda4d74db10>: Failed to resolve 'thesportsupa.com' ([Errno -3] Temporary failure in name resolution)""))"
https://8bgames.com,-,https://8bgames.com,https://8bgames.com/ads.txt,True,"theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2; theaudiencestreet.com, N19T95, DIRECT",
https://statisticstimes.com,-,https://statisticstimes.com,https://statisticstimes.com/ads.txt,True,-,
https://linecad.com,-,https://linecad.com,https://linecad.com/ads.txt,True,-,
https://lebanonfiles.com,-,https://lebanonfiles.com,https://lebanonfiles.com/ads.txt,True,-,
https://tecadmin.net,-,https://tecadmin.net,https://tecadmin.net/ads.txt,True,-,
https://amadershomoy.com,-,https://amadershomoy.com,https://amadershomoy.com/ads.txt,True,-,
https://techloky.com,-,https://techloky.com,https://techloky.com/ads.txt,True,-,
https://wikifeet.com,-,-,-,-,-,2 lines only
https://jagran.com,-,https://jagran.com,https://jagran.com/ads.txt,True,-,
https://dalechatea.me,-,https://dalechatea.me,https://dalechatea.me/ads.txt,True,"theaudiencestreet.com, TAS-703, RESELLER",
https://politizoom.com,-,https://politizoom.com,https://politizoom.com/ads.txt,True,"theaudiencestreet.com,TAS-703,RESELLER",
https://aspsnippets.com,-,https://aspsnippets.com,https://aspsnippets.com/ads.txt,True,-,
https://wowescape.com,-,https://wowescape.com,https://wowescape.com/ads.txt,True,-,
https://deccanchronicle.com,-,https://deccanchronicle.com,https://deccanchronicle.com/ads.txt,True,-,
https://english.mathrubhumi.com,-,https://english.mathrubhumi.com,https://english.mathrubhumi.com/ads.txt,True,"theaudiencestreet.com,323-b5685,DIRECT,20e30b2ae1f670f2",
https://cinema.vikatan.com,-,https://cinema.vikatan.com,https://cinema.vikatan.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2",
https://biowikis.com,-,https://biowikis.com,https://biowikis.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2",
https://toolzu.com,-,https://toolzu.com,https://toolzu.com/ads.txt,True,-,
https://game-maps.com,-,https://game-maps.com,https://game-maps.com/ads.txt,True,-,
https://javainuse.com,-,https://javainuse.com,https://javainuse.com/ads.txt,True,-,
https://srbin.info,-,https://srbin.info,https://srbin.info/ads.txt,True,-,
https://learnopengl.com,-,https://learnopengl.com,https://learnopengl.com/ads.txt,True,-,
https://teachmelife.net,-,https://teachmelife.net,https://teachmelife.net/ads.txt,True,-,
https://accountingformanagement.org,-,https://accountingformanagement.org,https://accountingformanagement.org/ads.txt,True,-,
https://english.jagran.com,-,https://english.jagran.com,https://english.jagran.com/ads.txt,True,-,
https://sports.inquirer.net,-,-,-,-,-,NA - 403
https://onlinegdb.com,-,https://onlinegdb.com,https://onlinegdb.com/ads.txt,True,-,
https://cprogramming.com,-,-,-,-,-,Text content not found
https://deadshot.io,-,https://deadshot.io,https://deadshot.io/ads.txt,True,-,
https://m.teenidols4you.com,-,https://m.teenidols4you.com,https://m.teenidols4you.com/ads.txt,True,-,
https://lebanon24.com,-,https://lebanon24.com,https://lebanon24.com/ads.txt,True,-,
https://animationscreencaps.com,-,https://animationscreencaps.com,https://animationscreencaps.com/ads.txt,True,-,
https://framed.wtf,-,https://framed.wtf,https://framed.wtf/ads.txt,True,-,
https://vimbuzz.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='vimbuzz.com', port=443): Read timed out. (read timeout=2)"
https://en.shrinke.me,-,https://en.shrinke.me,https://en.shrinke.me/ads.txt,True,-,
https://kirka.io,-,https://kirka.io,https://kirka.io/ads.txt,True,-,
https://imgbin.com,-,https://imgbin.com,https://imgbin.com/ads.txt,True,-,
https://politicalflare.com,-,https://politicalflare.com,https://politicalflare.com/ads.txt,True,-,
https://leadership.ng,-,https://leadership.ng,https://leadership.ng/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2",
https://fightmatrix.com,-,https://fightmatrix.com,https://fightmatrix.com/ads.txt,True,"theaudiencestreet.com, 323-b5685, RESELLER, 20e30b2ae1f670f2",
https://joblo.com,-,https://joblo.com,https://joblo.com/ads.txt,True,-,
https://playonlinedicegames.com,-,https://playonlinedicegames.com,https://playonlinedicegames.com/ads.txt,True,-,
https://integral-calculator.com,-,https://integral-calculator.com,https://integral-calculator.com/ads.txt,True,-,
https://bodyheightweight.com,-,https://bodyheightweight.com,https://bodyheightweight.com/ads.txt,True,-,
https://onelinefun.com,-,https://onelinefun.com,https://onelinefun.com/ads.txt,True,-,
https://sudokuspoiler.com,-,https://sudokuspoiler.com,https://sudokuspoiler.com/ads.txt,True,-,
https://dailytrust.com,-,-,-,-,-,NA - 530
https://wikimili.com,-,https://wikimili.com,https://wikimili.com/ads.txt,True,-,
https://bigescapegames.com,-,https://bigescapegames.com,https://bigescapegames.com/ads.txt,True,-,
https://firstbollynews.info,-,https://firstbollynews.info,https://firstbollynews.info/ads.txt,True,"theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2; theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER; theaudiencestreet.com, TAS-703, RESELLER",
https://pop.inquirer.net,-,-,-,-,-,NA - 403
https://concretepage.com,-,https://concretepage.com,https://concretepage.com/ads.txt,True,-,
https://inews.id,-,https://inews.id,https://inews.id/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER; theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER",
https://nanoreview.net,-,https://nanoreview.net,https://nanoreview.net/ads.txt,True,-,
https://ww3.readvinlandsaga.com,-,https://ww3.readvinlandsaga.com,https://ww3.readvinlandsaga.com/ads.txt,True,-,
https://game24h.vn,-,https://game24h.vn,https://game24h.vn/ads.txt,True,-,
https://planetnews.com,-,https://planetnews.com,https://planetnews.com/ads.txt,True,-,
https://lusakatimes.com,-,https://lusakatimes.com,https://lusakatimes.com/ads.txt,True,-,
https://atozmath.com,-,https://atozmath.com,https://atozmath.com/ads.txt,True,-,
https://quizexpo.com,-,https://quizexpo.com,https://quizexpo.com/ads.txt,True,-,
https://linksly.co,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='linksly.co', port=443): Read timed out. (read timeout=2)"
https://panorama.com.al,-,https://panorama.com.al,https://panorama.com.al/ads.txt,True,-,
https://marketing91.com,-,https://marketing91.com,https://marketing91.com/ads.txt,True,-,
https://thesurfersview.com,-,https://thesurfersview.com,https://thesurfersview.com/ads.txt,True,-,
https://inflact.com,-,https://inflact.com,https://inflact.com/ads.txt,True,-,
https://microcontrollerslab.com,-,https://microcontrollerslab.com,https://microcontrollerslab.com/ads.txt,True,-,
https://orangetractortalks.com,-,https://orangetractortalks.com,https://orangetractortalks.com/ads.txt,True,-,
https://newsable.asianetnews.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='newsable.asianetnews.com', port=443): Read timed out. (read timeout=2)"
https://theitbros.com,-,-,-,-,-,NA - 202
https://koimoi.com,-,https://koimoi.com,https://koimoi.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER; theaudiencestreet.com, 323-b5685, RESELLER, 20e30b2ae1f670f2",
https://derivative-calculator.net,-,https://derivative-calculator.net,https://derivative-calculator.net/ads.txt,True,-,
https://greysanatomyfans.com,-,https://greysanatomyfans.com,https://greysanatomyfans.com/ads.txt,True,-,
https://tribuneindia.com,-,https://tribuneindia.com,https://tribuneindia.com/ads.txt,True,"theaudiencestreet.com, 1183-fb, Reseller, PGAO82RY102; theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, Reseller, PGAO82RY102",
https://telugu.gulte.com,-,https://telugu.gulte.com,https://telugu.gulte.com/ads.txt,True,"theaudiencestreet.com, 323-b5685, RESELLER, 20e30b2ae1f670f2",
https://news.sportsnest.co,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='news.sportsnest.co', port=443): Max retries exceeded with url: /ads.txt (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7fda4d74f790>: Failed to resolve 'news.sportsnest.co' ([Errno -2] Name or service not known)""))"
https://firstsportz.com,-,https://firstsportz.com,https://firstsportz.com/ads.txt,True,-,
https://richup.io,-,https://richup.io,https://richup.io/ads.txt,True,-,
https://plo.vn,-,https://plo.vn,https://plo.vn/ads.txt,True,-,
https://lajmifundit.al,-,https://lajmifundit.al,https://lajmifundit.al/ads.txt,True,-,
https://cyberdefinitions.com,-,https://cyberdefinitions.com,https://cyberdefinitions.com/ads.txt,True,-,
https://cbom.atozmath.com,-,https://cbom.atozmath.com,https://cbom.atozmath.com/ads.txt,True,-,
https://nairobiwire.com,-,https://nairobiwire.com,https://nairobiwire.com/ads.txt,True,-,
https://sketchok.com,-,https://sketchok.com,https://sketchok.com/ads.txt,True,-,
https://m.apkshub.com,-,https://m.apkshub.com,https://m.apkshub.com/ads.txt,True,-,
https://sportnews.to,-,https://sportnews.to,https://sportnews.to/ads.txt,True,-,
https://dnbstories.com,-,https://dnbstories.com,https://dnbstories.com/ads.txt,True,-,
https://m.bcbay.com,-,-,-,-,-,Ads.txt Not Found
https://gameforge.com,-,https://gameforge.com,https://gameforge.com/ads.txt,True,-,
https://javatechonline.com,-,https://javatechonline.com,https://javatechonline.com/ads.txt,True,"theaudiencestreet.com, TAS-703, RESELLER",
https://omnitalk.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='omnitalk.com', port=443): Max retries exceeded with url: /ads.txt (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1017)')))"
https://riviera-maya-news.com,-,https://riviera-maya-news.com,https://riviera-maya-news.com/ads.txt,True,-,
https://apkmody.com,-,https://apkmody.com,https://apkmody.com/ads.txt,True,-,
https://familytron.com,-,-,-,-,-,1 lines only
https://dailynayadiganta.com,-,https://dailynayadiganta.com,https://dailynayadiganta.com/ads.txt,True,-,
https://thecustomdroid.com,-,-,-,-,-,1 lines only
https://astrologyfutureeye.com,-,https://astrologyfutureeye.com,https://astrologyfutureeye.com/ads.txt,True,-,
https://globalnation.inquirer.net,-,https://globalnation.inquirer.net,https://globalnation.inquirer.net/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER; theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 1183-fb, RESELLER",
https://cpsgames.org,-,https://cpsgames.org,https://cpsgames.org/ads.txt,True,-,
https://favpng.com,-,https://favpng.com,https://favpng.com/ads.txt,True,-,
https://businer.com,-,https://businer.com,https://businer.com/ads.txt,True,"theaudiencestreet.com, TAS-703, RESELLER",
https://gotceleb.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='gotceleb.com', port=443): Read timed out. (read timeout=2)"
https://entertainment.inquirer.net,-,-,-,-,-,NA - 403
https://business.inquirer.net,-,-,-,-,-,NA - 403
https://firmwarefile.com,-,https://firmwarefile.com,https://firmwarefile.com/ads.txt,True,-,
https://njbeachcams.com,-,https://njbeachcams.com,https://njbeachcams.com/ads.txt,True,-,
https://ru.taiwebs.com,-,https://ru.taiwebs.com,https://ru.taiwebs.com/ads.txt,True,-,
https://dailyinqilab.com,-,https://dailyinqilab.com,https://dailyinqilab.com/ads.txt,True,-,
https://newspaper.mathrubhumi.com,-,https://newspaper.mathrubhumi.com,https://newspaper.mathrubhumi.com/ads.txt,True,"theaudiencestreet.com,323-b5685,DIRECT,20e30b2ae1f670f2",
https://mrproblogger.com,-,-,-,-,-,NA - 403
https://enewstree.com,-,https://enewstree.com,https://enewstree.com/ads.txt,True,-,
https://yesichat.com,-,https://yesichat.com,https://yesichat.com/ads.txt,True,-,
https://madhyamam.com,-,https://madhyamam.com,https://madhyamam.com/ads.txt,True,-,
https://snaptik.app,-,https://snaptik.app,https://snaptik.app/ads.txt,True,-,
https://nairametrics.com,-,-,-,-,-,"ConnectionError HTTPSConnectionPool(host='nairametrics.com', port=443): Read timed out. (read timeout=2)"
https://simple-circuit.com,-,https://simple-circuit.com,https://simple-circuit.com/ads.txt,True,-,
https://ko.taiwebs.com,-,https://ko.taiwebs.com,https://ko.taiwebs.com/ads.txt,True,-,
https://apkshub.com,-,https://apkshub.com,https://apkshub.com/ads.txt,True,-,
https://wanderera.com,-,https://wanderera.com,https://wanderera.com/ads.txt,True,-,
https://how2shout.com,-,https://how2shout.com,https://how2shout.com/ads.txt,True,-,
https://onlinesologames.com,-,https://onlinesologames.com,https://onlinesologames.com/ads.txt,True,-,
https://br0wsers.com,-,https://br0wsers.com,https://br0wsers.com/ads.txt,True,-,
https://sports.vikatan.com,-,https://sports.vikatan.com,https://sports.vikatan.com/ads.txt,True,"theaudiencestreet.com, N19T95, DIRECT; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2; theaudiencestreet.com, 323-b5685, DIRECT, 20e30b2ae1f670f2",
https://m.apksum.com,-,https://m.apksum.com,https://m.apksum.com/ads.txt,True,-,
https://puntlandpost.net,-,https://puntlandpost.net,https://puntlandpost.net/ads.txt,True,-,
https://realmadryt.pl,-,https://realmadryt.pl,https://realmadryt.pl/ads.txt,True,-,
https://raialyoum.com,-,https://raialyoum.com,https://raialyoum.com/ads.txt,True,-,
https://games2rule.com,-,https://games2rule.com,https://games2rule.com/ads.txt,True,-,
https://pdfread.net,-,https://pdfread.net,https://pdfread.net/ads.txt,True,-,
https://ggmeo.com,-,-,-,-,-,NA - 403
https://liveuamap.com,-,-,-,-,-,NA - 403
